longitude,latitude
86.2004100170503,22.78967854219949
85.35412583333333,22.453671944444444
86.71880173913043,22.133602391304347
85.50994292682927,23.236196829268295
85.23812442857142,22.03368785714286
86.54647715976331,23.547798047337277
86.4093764516129,22.35591193548387
86.73601358490566,22.752580943396225
85.90406175771972,22.58992078384798
86.3311,22.04523107142857
85.32751263736263,22.74183989010989
85.84540117647059,23.5292868627451
85.96777882352941,22.864406274509804
85.76110625,22.17543625
85.68433999999999,22.829960882352943
85.46482188059701,22.04970256716418
86.108412,23.103535333333333
86.50504360824742,22.685333608247422
85.9529945,22.251231666666666
85.15311740384615,22.121297596153845
86.36076824324324,22.522880675675676
86.8371309090909,22.477775606060607
85.07716875,23.252085
85.639179,22.36675975
85.10419560975609,22.598949512195123
85.589060625,23.344558125
85.46788376623377,22.73465909090909
85.56816174603175,22.554352857142856
85.3701763888889,22.324951944444447
86.00111591549296,22.955621830985915
86.8969332,23.4268508
86.09029253623189,22.801245335144927
86.55471259615385,22.01182894230769
86.29244016129033,22.445965
86.77212531250001,22.2707075
86.41045128571429,22.79236142857143
85.07976192307693,22.007926153846153
86.08976166666666,22.046463
85.21858253521127,22.270308732394366
85.51322325,23.03111775
85.43748638554217,22.175331325301205
86.64138678571429,22.562549285714287
85.02935517241379,22.17555051724138
85.15013217391304,22.709767391304347
86.0593394199536,22.863587819025522
85.69975727272727,23.431910000000002
86.54752404761905,22.396726904761906
86.46509725,22.13922675
85.20159976190476,22.896283571428572
85.70662196969697,22.603728636363638
85.27192181818182,23.53905272727273
86.23019,23.397962
86.17290727272727,23.199641818181817
85.33209709923665,21.99486564885496
86.53944964912282,22.80861298245614
85.93422447368421,22.078513157894736
86.29890068965517,22.680607068965518
85.87715292682927,22.840235609756096
85.47192263157895,22.324141052631578
86.2450025,22.154269545454547
86.70898385964912,22.84538456140351
86.1833864516129,22.45556741935484
86.18496338709677,22.666631774193547
85.44029185185185,23.34695333333333
86.33157523809524,22.349416507936507
86.86946511627907,22.113557441860465
85.86126742424243,22.291690454545456
85.24286442857142,22.167930428571427
85.37307210526316,22.559646052631578
85.07244545454546,23.042169545454545
86.42581414634147,22.036532032520324
85.976475,23.491516153846153
86.569153,23.306622
85.63747447058823,22.590013764705883
85.35097781249999,23.169211875000002
86.11851702702702,22.28176972972973
86.62862603174604,22.701825714285714
86.84603363636364,22.003193939393938
85.55673848484848,22.800280151515153
85.35396625,22.66248675
85.02831424242424,22.73088
86.83419611111111,22.83324777777778
85.87532,23.046351333333334
86.77682083333333,23.02191416666667
85.75189269230769,23.33570269230769
85.50056782608696,23.554226956521738
85.41597066666667,22.13069325925926
86.01395533333334,23.290558333333333
85.63079735849057,22.45483396226415
85.76719942307692,22.372911153846154
85.03991654761904,22.098790952380952
86.67401357142857,22.433262142857142
86.20746069279217,22.794459951014694
85.28078537313432,22.318825820895523
86.19840736842104,22.016171228070178
85.76267782608696,22.904672898550725
86.19419733333334,22.902305555555557
85.36991431034483,22.236014655172415
86.82531444444444,23.56322888888889
85.16241769230768,22.01138707692308
85.24567161290322,22.52172258064516
85.41703961538461,22.906202692307694
86.31289701754386,22.83093701754386
85.60642507936508,22.925984126984126
85.603954,22.133928
85.02862833333333,23.514573333333335
86.02899045454545,22.554067727272727
86.48151707317074,22.234588536585367
86.38014520547945,22.600710821917808
85.23905500000001,23.324626666666667
85.16882,22.233508163265306
86.23246527777778,22.347675555555558
85.70099795918368,23.533691836734693
85.09953949999999,22.455938
86.35127983050847,22.24401813559322
85.2548318292683,22.677546829268294
85.31359494117648,22.130059764705884
86.5274388888889,23.0046
85.10207784313725,22.092830392156863
86.78487860465117,22.40490488372093
86.58676249999999,22.287860000000002
86.48571277777778,22.43693916666667
86.85581063829787,22.272335744680852
85.10313708333334,22.196309166666666
85.49801225806452,22.472477741935485
